deck,note_type,front,back,extra,card_type,importance,difficulty,exam_use,knowledge_domain,source_topic_id,source_topic_name,source_ids,source_file,source_heading,source_excerpt,related_question_ids,related_topic_ids,question_id,question_year,question_session,question_part,question_number,question_parse_confidence,explanation_source,checksum,tags,quality_score,quality_status,quality_notes
软考::系统集成项目管理工程师::专题学习::02_项目管理基础::T-PM-002_五大过程组、十大知识域与PDCA,RuankaoTopicCard,五大过程组、十大知识域与 PDCA中，五大过程组、十大知识域与 PDCA的考试判断要点是什么？,"<div class=""answer-block"">
<div class=""section-title"">【答案】</div>
<div>先看这个专题的主线 很多同学第一步就是背&quot;五大过程组、十大知识域、47 个过程&quot;，但背完仍然不知道怎么用。因为过程组和知识域不是&quot;目录&quot;——它们是项目经理的&quot;工作组织框架&quot;。</div>
</div>","<div class=""extra"">
<div class=""section-title"">【理解】</div>
<div>先看这个专题的主线 很多同学第一步就是背&quot;五大过程组、十大知识域、47 个过程&quot;，但背完仍然不知道怎么用。因为过程组和知识域不是&quot;目录&quot;——它们是项目经理的&quot;工作组织框架&quot;。。这张卡来自源材料中的具体段落，用于把讲义内容改写为可回忆判断。</div>
<div class=""section-title"">【记忆线索】</div>
<div>抓住题干中的对象、动作和输出，不背整段讲义。</div>
<div class=""section-title"">【易错点】</div>
<div>避免把相邻概念按字面相似性混用。</div>
<div class=""section-title"">【题干信号】</div>
<div>定义识别、场景判断、角色/流程边界。</div>
<div class=""section-title"">【关联专题】</div>
<div>T-PM-002 五大过程组、十大知识域与 PDCA</div>
<div class=""section-title"">【来源】</div>
<div>SRC-T-PM-002-0002：五大过程组、十大知识域与 PDCA &gt; 先看这个专题的主线；先看这个专题的主线 很多同学第一步就是背&quot;五大过程组、十大知识域、47 个过程&quot;，但背完仍然不知道怎么用。因为过程组和知识域不是&quot;目录&quot;——它们是项目经理的&quot;工作组织框架&quot;。</div>
</div>",概念卡,C,3,上午选择,项目管理基础,T-PM-002,五大过程组、十大知识域与 PDCA,SRC-T-PM-002-0002,topic_learning_packages/topics/02_项目管理基础/T-PM-002_专题学习包_五大过程组十大知识域与PDCA.md,五大过程组、十大知识域与 PDCA > 先看这个专题的主线,"先看这个专题的主线 很多同学第一步就是背""五大过程组、十大知识域、47 个过程""，但背完仍然不知道怎么用。因为过程组和知识域不是""目录""——它们是项目经理的""工作组织框架""。",,,,,,,,,,sha256:ebd5372dec0af7f6f66e722d,ruankao ruankao::anki_build::20260520_223914 ruankao::difficulty::3 ruankao::domain::项目管理基础 ruankao::exam_use::上午选择 ruankao::importance::C ruankao::source_grounded ruankao::topic ruankao::topic::T-PM-002 ruankao::type::概念卡,84,final,通过内容、来源和工程门禁；源材料自动扩展卡，建议后续人工润色
软考::系统集成项目管理工程师::专题学习::02_项目管理基础::T-PM-002_五大过程组、十大知识域与PDCA,RuankaoTopicCard,五大过程组、十大知识域与 PDCA中，为什么不能只按知识域学习？的考试判断要点是什么？,"<div class=""answer-block"">
<div class=""section-title"">【答案】</div>
<div>为什么不能只按知识域学习？ 很多同学按知识域一个一个学——范围管理学完学进度、进度学完学成本——这样学完一门忘一门，而且无法理解过程之间的联系。</div>
</div>","<div class=""extra"">
<div class=""section-title"">【理解】</div>
<div>为什么不能只按知识域学习？ 很多同学按知识域一个一个学——范围管理学完学进度、进度学完学成本——这样学完一门忘一门，而且无法理解过程之间的联系。。这张卡来自源材料中的具体段落，用于把讲义内容改写为可回忆判断。</div>
<div class=""section-title"">【记忆线索】</div>
<div>抓住题干中的对象、动作和输出，不背整段讲义。</div>
<div class=""section-title"">【易错点】</div>
<div>避免把相邻概念按字面相似性混用。</div>
<div class=""section-title"">【题干信号】</div>
<div>定义识别、场景判断、角色/流程边界。</div>
<div class=""section-title"">【关联专题】</div>
<div>T-PM-002 五大过程组、十大知识域与 PDCA</div>
<div class=""section-title"">【来源】</div>
<div>SRC-T-PM-002-0003：五大过程组、十大知识域与 PDCA &gt; 为什么不能只按知识域学习？；为什么不能只按知识域学习？ 很多同学按知识域一个一个学——范围管理学完学进度、进度学完学成本——这样学完一门忘一门，而且无法理解过程之间的联系。</div>
</div>",概念卡,C,3,上午选择,项目管理基础,T-PM-002,五大过程组、十大知识域与 PDCA,SRC-T-PM-002-0003,topic_learning_packages/topics/02_项目管理基础/T-PM-002_专题学习包_五大过程组十大知识域与PDCA.md,五大过程组、十大知识域与 PDCA > 为什么不能只按知识域学习？,为什么不能只按知识域学习？ 很多同学按知识域一个一个学——范围管理学完学进度、进度学完学成本——这样学完一门忘一门，而且无法理解过程之间的联系。,,,,,,,,,,sha256:9c4c9f12c0e0eed1b8cef45f,ruankao ruankao::anki_build::20260520_223914 ruankao::difficulty::3 ruankao::domain::项目管理基础 ruankao::exam_use::上午选择 ruankao::importance::C ruankao::source_grounded ruankao::topic ruankao::topic::T-PM-002 ruankao::type::概念卡,84,final,通过内容、来源和工程门禁；源材料自动扩展卡，建议后续人工润色
软考::系统集成项目管理工程师::专题学习::02_项目管理基础::T-PM-002_五大过程组、十大知识域与PDCA,RuankaoTopicCard,五大过程组、十大知识域与 PDCA中，五大过程组的考试判断要点是什么？,"<div class=""answer-block"">
<div class=""section-title"">【答案】</div>
<div>五大过程组：管理的&quot;时间维度&quot; [概念组｜五大过程组] 1. 启动过程组：定义一个新项目或现有项目的一个新阶段，授权开始该项目或阶段。核心输出：项目章程（批准项目存在、任命项目经理、授权动用资源）、识别干系人（形成干系人登记册）。</div>
</div>","<div class=""extra"">
<div class=""section-title"">【理解】</div>
<div>五大过程组：管理的&quot;时间维度&quot; [概念组｜五大过程组] 1. 启动过程组：定义一个新项目或现有项目的一个新阶段，授权开始该项目或阶段。核心输出：项目章程（批准项目存在、任命项目经理、授权动用资源）、识别干系人（形成干系人登记册）。。这张卡来自源材料中的具体段落，用于把讲义内容改写为可回忆判断。</div>
<div class=""section-title"">【记忆线索】</div>
<div>抓住题干中的对象、动作和输出，不背整段讲义。</div>
<div class=""section-title"">【易错点】</div>
<div>避免把相邻概念按字面相似性混用。</div>
<div class=""section-title"">【题干信号】</div>
<div>章程、干系人</div>
<div class=""section-title"">【关联专题】</div>
<div>T-PM-002 五大过程组、十大知识域与 PDCA</div>
<div class=""section-title"">【来源】</div>
<div>SRC-T-PM-002-0004：五大过程组、十大知识域与 PDCA &gt; 五大过程组：管理的&quot;时间维度&quot;；五大过程组：管理的&quot;时间维度&quot; [概念组｜五大过程组] 1. 启动过程组：定义一个新项目或现有项目的一个新阶段，授权开始该项目或阶段。核心输出：项目章程（批准项目存在、任命项目经理、授权动用资源）、识别干系人（形成干系人登记册）。</div>
</div>",概念卡,C,3,上午选择,项目管理基础,T-PM-002,五大过程组、十大知识域与 PDCA,SRC-T-PM-002-0004,topic_learning_packages/topics/02_项目管理基础/T-PM-002_专题学习包_五大过程组十大知识域与PDCA.md,"五大过程组、十大知识域与 PDCA > 五大过程组：管理的""时间维度""","五大过程组：管理的""时间维度"" [概念组｜五大过程组] 1. 启动过程组：定义一个新项目或现有项目的一个新阶段，授权开始该项目或阶段。核心输出：项目章程（批准项目存在、任命项目经理、授权动用资源）、识别干系人（形成干系人登记册）。",,,,,,,,,,sha256:36ceffe149ba3612fa9e523b,ruankao ruankao::anki_build::20260520_223914 ruankao::difficulty::3 ruankao::domain::项目管理基础 ruankao::exam_use::上午选择 ruankao::importance::C ruankao::source_grounded ruankao::topic ruankao::topic::T-PM-002 ruankao::type::概念卡,84,final,通过内容、来源和工程门禁；源材料自动扩展卡，建议后续人工润色
软考::系统集成项目管理工程师::专题学习::03_立项管理::T-FEA-001_立项管理_项目建议书、可行性研究与项目论证,RuankaoTopicCard,项目建议书在立项管理中的作用是什么？,"<div class=""answer-block"">
<div class=""section-title"">【答案】</div>
<div>项目建议书说明建设必要性、初步目标、建设内容、投资估算和预期效益，为后续可行性研究和立项决策提供依据。</div>
</div>","<div class=""extra"">
<div class=""section-title"">【理解】</div>
<div>项目建议书说明建设必要性、初步目标、建设内容、投资估算和预期效益，为后续可行性研究和立项决策提供依据。。这张卡来自源材料中的具体段落，用于把讲义内容改写为可回忆判断。</div>
<div class=""section-title"">【记忆线索】</div>
<div>抓住题干中的对象、动作和输出，不背整段讲义。</div>
<div class=""section-title"">【易错点】</div>
<div>不要和项目章程混淆：建议书偏立项前建议，章程偏正式授权。</div>
<div class=""section-title"">【题干信号】</div>
<div>可行性</div>
<div class=""section-title"">【关联专题】</div>
<div>T-FEA-001 立项管理：项目建议书、可行性研究与项目论证；T-INT-002</div>
<div class=""section-title"">【来源】</div>
<div>SRC-T-FEA-001-0001：立项管理：项目建议书、可行性研究与项目论证；T-FEA-001｜立项管理：项目建议书、可行性研究与项目论证 本专题用于学习&quot;项目立项管理&quot;的核心内容：项目建议书、可行性研究（内容与七步法）、机会研究与初步/详细可研、项目论证与项目评估、投资估算与经济评价基础。它们围绕一个核心问题展开：在项目正式启动之前，如何证明这个项目值得做、必须做、可以做？</div>
</div>",概念卡,A,2,上午选择,立项管理,T-FEA-001,立项管理：项目建议书、可行性研究与项目论证,SRC-T-FEA-001-0001,topic_learning_packages/topics/03_立项管理/T-FEA-001_专题学习包_立项管理项目建议书可行性研究与项目论证.md,立项管理：项目建议书、可行性研究与项目论证,"T-FEA-001｜立项管理：项目建议书、可行性研究与项目论证 本专题用于学习""项目立项管理""的核心内容：项目建议书、可行性研究（内容与七步法）、机会研究与初步/详细可研、项目论证与项目评估、投资估算与经济评价基础。它们围绕一个核心问题展开：在项目正式启动之前，如何证明这个项目值得做、必须做、可以做？",,T-INT-002,,,,,,,,sha256:05824d6e49b965d4dede87b0,ruankao ruankao::anki_build::20260520_223914 ruankao::difficulty::2 ruankao::domain::立项管理 ruankao::exam_use::上午选择 ruankao::importance::A ruankao::source_grounded ruankao::topic ruankao::topic::T-FEA-001 ruankao::type::概念卡,100,final,通过内容、来源和工程门禁
软考::系统集成项目管理工程师::专题学习::03_立项管理::T-FEA-001_立项管理_项目建议书、可行性研究与项目论证,RuankaoTopicCard,项目建议书 vs 项目章程的核心区别是什么？,"<div class=""answer-block"">
<div class=""section-title"">【答案】</div>
<div>项目建议书偏立项前建议和研究依据；项目章程偏项目正式启动和授权项目经理。</div>
</div>","<div class=""extra"">
<div class=""section-title"">【理解】</div>
<div>项目建议书偏立项前建议和研究依据；项目章程偏项目正式启动和授权项目经理。。这张卡来自源材料中的具体段落，用于把讲义内容改写为可回忆判断。</div>
<div class=""section-title"">【记忆线索】</div>
<div>先判断对象、责任主体、时间点和输出物，再排除张冠李戴的选项。</div>
<div class=""section-title"">【易错点】</div>
<div>不要和项目章程混淆：建议书偏立项前建议，章程偏正式授权。</div>
<div class=""section-title"">【题干信号】</div>
<div>章程</div>
<div class=""section-title"">【关联专题】</div>
<div>T-FEA-001 立项管理：项目建议书、可行性研究与项目论证；T-INT-002</div>
<div class=""section-title"">【来源】</div>
<div>SRC-T-FEA-001-0001：立项管理：项目建议书、可行性研究与项目论证；T-FEA-001｜立项管理：项目建议书、可行性研究与项目论证 本专题用于学习&quot;项目立项管理&quot;的核心内容：项目建议书、可行性研究（内容与七步法）、机会研究与初步/详细可研、项目论证与项目评估、投资估算与经济评价基础。它们围绕一个核心问题展开：在项目正式启动之前，如何证明这个项目值得做、必须做、可以做？</div>
</div>",辨析卡,A,3,跨域辨析,立项管理,T-FEA-001,立项管理：项目建议书、可行性研究与项目论证,SRC-T-FEA-001-0001,topic_learning_packages/topics/03_立项管理/T-FEA-001_专题学习包_立项管理项目建议书可行性研究与项目论证.md,立项管理：项目建议书、可行性研究与项目论证,"T-FEA-001｜立项管理：项目建议书、可行性研究与项目论证 本专题用于学习""项目立项管理""的核心内容：项目建议书、可行性研究（内容与七步法）、机会研究与初步/详细可研、项目论证与项目评估、投资估算与经济评价基础。它们围绕一个核心问题展开：在项目正式启动之前，如何证明这个项目值得做、必须做、可以做？",,T-INT-002,,,,,,,,sha256:8c8003f02f84a9d566e6c53f,ruankao ruankao::anki_build::20260520_223914 ruankao::difficulty::3 ruankao::domain::立项管理 ruankao::exam_use::跨域辨析 ruankao::importance::A ruankao::source_grounded ruankao::topic ruankao::topic::T-FEA-001 ruankao::type::辨析卡,100,final,通过内容、来源和工程门禁
软考::系统集成项目管理工程师::专题学习::03_立项管理::T-FEA-001_立项管理_项目建议书、可行性研究与项目论证,RuankaoTopicCard,机会研究、初步可行性研究、详细可行性研究的核心区别是什么？,"<div class=""answer-block"">
<div class=""section-title"">【答案】</div>
<div>机会研究偏发现投资机会；初步可研偏筛选方案、判断是否值得深入；详细可研偏全面论证并支撑投资决策。</div>
</div>","<div class=""extra"">
<div class=""section-title"">【理解】</div>
<div>机会研究偏发现投资机会；初步可研偏筛选方案、判断是否值得深入；详细可研偏全面论证并支撑投资决策。。这张卡来自源材料中的具体段落，用于把讲义内容改写为可回忆判断。</div>
<div class=""section-title"">【记忆线索】</div>
<div>先判断对象、责任主体、时间点和输出物，再排除张冠李戴的选项。</div>
<div class=""section-title"">【易错点】</div>
<div>不要把可行性研究当作项目管理计划；它服务立项决策。</div>
<div class=""section-title"">【题干信号】</div>
<div>可行性、论证</div>
<div class=""section-title"">【关联专题】</div>
<div>T-FEA-001 立项管理：项目建议书、可行性研究与项目论证</div>
<div class=""section-title"">【来源】</div>
<div>SRC-T-FEA-001-0001：立项管理：项目建议书、可行性研究与项目论证；T-FEA-001｜立项管理：项目建议书、可行性研究与项目论证 本专题用于学习&quot;项目立项管理&quot;的核心内容：项目建议书、可行性研究（内容与七步法）、机会研究与初步/详细可研、项目论证与项目评估、投资估算与经济评价基础。它们围绕一个核心问题展开：在项目正式启动之前，如何证明这个项目值得做、必须做、可以做？</div>
</div>",辨析卡,A,3,上午选择,立项管理,T-FEA-001,立项管理：项目建议书、可行性研究与项目论证,SRC-T-FEA-001-0001,topic_learning_packages/topics/03_立项管理/T-FEA-001_专题学习包_立项管理项目建议书可行性研究与项目论证.md,立项管理：项目建议书、可行性研究与项目论证,"T-FEA-001｜立项管理：项目建议书、可行性研究与项目论证 本专题用于学习""项目立项管理""的核心内容：项目建议书、可行性研究（内容与七步法）、机会研究与初步/详细可研、项目论证与项目评估、投资估算与经济评价基础。它们围绕一个核心问题展开：在项目正式启动之前，如何证明这个项目值得做、必须做、可以做？",,,,,,,,,,sha256:5c5b965395a33b92e07c8c24,ruankao ruankao::anki_build::20260520_223914 ruankao::difficulty::3 ruankao::domain::立项管理 ruankao::exam_use::上午选择 ruankao::importance::A ruankao::source_grounded ruankao::topic ruankao::topic::T-FEA-001 ruankao::type::辨析卡,100,final,通过内容、来源和工程门禁
软考::系统集成项目管理工程师::专题学习::03_立项管理::T-FEA-001_立项管理_项目建议书、可行性研究与项目论证,RuankaoTopicCard,可行性研究通常从哪些维度判断项目是否值得做？,"<div class=""answer-block"">
<div class=""section-title"">【答案】</div>
<div>从技术、经济、社会/组织、运行维护等维度综合判断项目是否具备立项条件。</div>
</div>","<div class=""extra"">
<div class=""section-title"">【理解】</div>
<div>从技术、经济、社会/组织、运行维护等维度综合判断项目是否具备立项条件。。这张卡来自源材料中的具体段落，用于把讲义内容改写为可回忆判断。</div>
<div class=""section-title"">【记忆线索】</div>
<div>抓住题干中的对象、动作和输出，不背整段讲义。</div>
<div class=""section-title"">【易错点】</div>
<div>不要把可行性研究当作项目管理计划；它服务立项决策。</div>
<div class=""section-title"">【题干信号】</div>
<div>可行性</div>
<div class=""section-title"">【关联专题】</div>
<div>T-FEA-001 立项管理：项目建议书、可行性研究与项目论证</div>
<div class=""section-title"">【来源】</div>
<div>SRC-T-FEA-001-0001：立项管理：项目建议书、可行性研究与项目论证；T-FEA-001｜立项管理：项目建议书、可行性研究与项目论证 本专题用于学习&quot;项目立项管理&quot;的核心内容：项目建议书、可行性研究（内容与七步法）、机会研究与初步/详细可研、项目论证与项目评估、投资估算与经济评价基础。它们围绕一个核心问题展开：在项目正式启动之前，如何证明这个项目值得做、必须做、可以做？</div>
</div>",概念卡,A,2,上午选择,立项管理,T-FEA-001,立项管理：项目建议书、可行性研究与项目论证,SRC-T-FEA-001-0001,topic_learning_packages/topics/03_立项管理/T-FEA-001_专题学习包_立项管理项目建议书可行性研究与项目论证.md,立项管理：项目建议书、可行性研究与项目论证,"T-FEA-001｜立项管理：项目建议书、可行性研究与项目论证 本专题用于学习""项目立项管理""的核心内容：项目建议书、可行性研究（内容与七步法）、机会研究与初步/详细可研、项目论证与项目评估、投资估算与经济评价基础。它们围绕一个核心问题展开：在项目正式启动之前，如何证明这个项目值得做、必须做、可以做？",,,,,,,,,,sha256:9fc79e5097ca34c68663f52e,ruankao ruankao::anki_build::20260520_223914 ruankao::difficulty::2 ruankao::domain::立项管理 ruankao::exam_use::上午选择 ruankao::importance::A ruankao::source_grounded ruankao::topic ruankao::topic::T-FEA-001 ruankao::type::概念卡,100,final,通过内容、来源和工程门禁
软考::系统集成项目管理工程师::专题学习::03_立项管理::T-FEA-001_立项管理_项目建议书、可行性研究与项目论证,RuankaoTopicCard,项目论证和项目评估的核心区别是什么？,"<div class=""answer-block"">
<div class=""section-title"">【答案】</div>
<div>项目论证偏证明项目方案可行；项目评估偏独立审查、评价和把关论证结论。</div>
</div>","<div class=""extra"">
<div class=""section-title"">【理解】</div>
<div>项目论证偏证明项目方案可行；项目评估偏独立审查、评价和把关论证结论。。这张卡来自源材料中的具体段落，用于把讲义内容改写为可回忆判断。</div>
<div class=""section-title"">【记忆线索】</div>
<div>先判断对象、责任主体、时间点和输出物，再排除张冠李戴的选项。</div>
<div class=""section-title"">【易错点】</div>
<div>避免把相邻概念按字面相似性混用。</div>
<div class=""section-title"">【题干信号】</div>
<div>论证、评估</div>
<div class=""section-title"">【关联专题】</div>
<div>T-FEA-001 立项管理：项目建议书、可行性研究与项目论证</div>
<div class=""section-title"">【来源】</div>
<div>SRC-T-FEA-001-0001：立项管理：项目建议书、可行性研究与项目论证；T-FEA-001｜立项管理：项目建议书、可行性研究与项目论证 本专题用于学习&quot;项目立项管理&quot;的核心内容：项目建议书、可行性研究（内容与七步法）、机会研究与初步/详细可研、项目论证与项目评估、投资估算与经济评价基础。它们围绕一个核心问题展开：在项目正式启动之前，如何证明这个项目值得做、必须做、可以做？</div>
</div>",辨析卡,A,3,上午选择,立项管理,T-FEA-001,立项管理：项目建议书、可行性研究与项目论证,SRC-T-FEA-001-0001,topic_learning_packages/topics/03_立项管理/T-FEA-001_专题学习包_立项管理项目建议书可行性研究与项目论证.md,立项管理：项目建议书、可行性研究与项目论证,"T-FEA-001｜立项管理：项目建议书、可行性研究与项目论证 本专题用于学习""项目立项管理""的核心内容：项目建议书、可行性研究（内容与七步法）、机会研究与初步/详细可研、项目论证与项目评估、投资估算与经济评价基础。它们围绕一个核心问题展开：在项目正式启动之前，如何证明这个项目值得做、必须做、可以做？",,,,,,,,,,sha256:bcff0835b1f1901b0d43b112,ruankao ruankao::anki_build::20260520_223914 ruankao::difficulty::3 ruankao::domain::立项管理 ruankao::exam_use::上午选择 ruankao::importance::A ruankao::source_grounded ruankao::topic ruankao::topic::T-FEA-001 ruankao::type::辨析卡,100,final,通过内容、来源和工程门禁
软考::系统集成项目管理工程师::专题学习::03_立项管理::T-FEA-001_立项管理_项目建议书、可行性研究与项目论证,RuankaoTopicCard,题干出现哪些信号时，应优先想到可行性研究？,"<div class=""answer-block"">
<div class=""section-title"">【答案】</div>
<div>是否值得投资、技术/经济/社会条件分析、方案比较、投资估算、效益分析、风险分析、立项决策依据。</div>
</div>","<div class=""extra"">
<div class=""section-title"">【理解】</div>
<div>是否值得投资、技术/经济/社会条件分析、方案比较、投资估算、效益分析、风险分析、立项决策依据。。这张卡来自源材料中的具体段落，用于把讲义内容改写为可回忆判断。</div>
<div class=""section-title"">【记忆线索】</div>
<div>抓住题干中的对象、动作和输出，不背整段讲义。</div>
<div class=""section-title"">【易错点】</div>
<div>不要把可行性研究当作项目管理计划；它服务立项决策。</div>
<div class=""section-title"">【题干信号】</div>
<div>风险、可行性</div>
<div class=""section-title"">【关联专题】</div>
<div>T-FEA-001 立项管理：项目建议书、可行性研究与项目论证；T-INT-002</div>
<div class=""section-title"">【来源】</div>
<div>SRC-T-FEA-001-0001：立项管理：项目建议书、可行性研究与项目论证；T-FEA-001｜立项管理：项目建议书、可行性研究与项目论证 本专题用于学习&quot;项目立项管理&quot;的核心内容：项目建议书、可行性研究（内容与七步法）、机会研究与初步/详细可研、项目论证与项目评估、投资估算与经济评价基础。它们围绕一个核心问题展开：在项目正式启动之前，如何证明这个项目值得做、必须做、可以做？</div>
</div>",关键词识别卡,A,3,上午选择,立项管理,T-FEA-001,立项管理：项目建议书、可行性研究与项目论证,SRC-T-FEA-001-0001,topic_learning_packages/topics/03_立项管理/T-FEA-001_专题学习包_立项管理项目建议书可行性研究与项目论证.md,立项管理：项目建议书、可行性研究与项目论证,"T-FEA-001｜立项管理：项目建议书、可行性研究与项目论证 本专题用于学习""项目立项管理""的核心内容：项目建议书、可行性研究（内容与七步法）、机会研究与初步/详细可研、项目论证与项目评估、投资估算与经济评价基础。它们围绕一个核心问题展开：在项目正式启动之前，如何证明这个项目值得做、必须做、可以做？",,T-INT-002,,,,,,,,sha256:7ec6448e118f4a098dd8b46f,ruankao ruankao::anki_build::20260520_223914 ruankao::difficulty::3 ruankao::domain::立项管理 ruankao::exam_use::上午选择 ruankao::importance::A ruankao::source_grounded ruankao::topic ruankao::topic::T-FEA-001 ruankao::type::关键词识别卡,100,final,通过内容、来源和工程门禁
软考::系统集成项目管理工程师::专题学习::03_立项管理::T-FEA-001_立项管理_项目建议书、可行性研究与项目论证,RuankaoTopicCard,立项不足类案例通常有哪些表现？,"<div class=""answer-block"">
<div class=""section-title"">【答案】</div>
<div>缺少充分可行性研究、论证评估不足、投资估算粗糙、风险识别不足、需求和建设目标不清。</div>
</div>","<div class=""extra"">
<div class=""section-title"">【理解】</div>
<div>缺少充分可行性研究、论证评估不足、投资估算粗糙、风险识别不足、需求和建设目标不清。。这张卡来自源材料中的具体段落，用于把讲义内容改写为可回忆判断。</div>
<div class=""section-title"">【记忆线索】</div>
<div>抓住题干中的对象、动作和输出，不背整段讲义。</div>
<div class=""section-title"">【易错点】</div>
<div>避免把相邻概念按字面相似性混用。</div>
<div class=""section-title"">【题干信号】</div>
<div>风险、可行性、论证、评估</div>
<div class=""section-title"">【关联专题】</div>
<div>T-FEA-001 立项管理：项目建议书、可行性研究与项目论证；T-CASE-001</div>
<div class=""section-title"">【来源】</div>
<div>SRC-T-FEA-001-0001：立项管理：项目建议书、可行性研究与项目论证；T-FEA-001｜立项管理：项目建议书、可行性研究与项目论证 本专题用于学习&quot;项目立项管理&quot;的核心内容：项目建议书、可行性研究（内容与七步法）、机会研究与初步/详细可研、项目论证与项目评估、投资估算与经济评价基础。它们围绕一个核心问题展开：在项目正式启动之前，如何证明这个项目值得做、必须做、可以做？</div>
</div>",案例模板卡,A,3,下午案例,立项管理,T-FEA-001,立项管理：项目建议书、可行性研究与项目论证,SRC-T-FEA-001-0001,topic_learning_packages/topics/03_立项管理/T-FEA-001_专题学习包_立项管理项目建议书可行性研究与项目论证.md,立项管理：项目建议书、可行性研究与项目论证,"T-FEA-001｜立项管理：项目建议书、可行性研究与项目论证 本专题用于学习""项目立项管理""的核心内容：项目建议书、可行性研究（内容与七步法）、机会研究与初步/详细可研、项目论证与项目评估、投资估算与经济评价基础。它们围绕一个核心问题展开：在项目正式启动之前，如何证明这个项目值得做、必须做、可以做？",,T-CASE-001,,,,,,,,sha256:00ff66f87373bf1f33c35386,ruankao ruankao::anki_build::20260520_223914 ruankao::difficulty::3 ruankao::domain::立项管理 ruankao::exam_use::下午案例 ruankao::importance::A ruankao::source_grounded ruankao::topic ruankao::topic::T-FEA-001 ruankao::type::案例模板卡,100,final,通过内容、来源和工程门禁
软考::系统集成项目管理工程师::专题学习::03_立项管理::T-FEA-001_立项管理_项目建议书、可行性研究与项目论证,RuankaoTopicCard,立项阶段的输出通常服务于什么决策？,"<div class=""answer-block"">
<div class=""section-title"">【答案】</div>
<div>服务于是否批准项目、是否进入后续研究或正式启动的投资与建设决策。</div>
</div>","<div class=""extra"">
<div class=""section-title"">【理解】</div>
<div>服务于是否批准项目、是否进入后续研究或正式启动的投资与建设决策。。这张卡来自源材料中的具体段落，用于把讲义内容改写为可回忆判断。</div>
<div class=""section-title"">【记忆线索】</div>
<div>抓住题干中的对象、动作和输出，不背整段讲义。</div>
<div class=""section-title"">【易错点】</div>
<div>避免把相邻概念按字面相似性混用。</div>
<div class=""section-title"">【题干信号】</div>
<div>定义识别、场景判断、角色/流程边界。</div>
<div class=""section-title"">【关联专题】</div>
<div>T-FEA-001 立项管理：项目建议书、可行性研究与项目论证</div>
<div class=""section-title"">【来源】</div>
<div>SRC-T-FEA-001-0001：立项管理：项目建议书、可行性研究与项目论证；T-FEA-001｜立项管理：项目建议书、可行性研究与项目论证 本专题用于学习&quot;项目立项管理&quot;的核心内容：项目建议书、可行性研究（内容与七步法）、机会研究与初步/详细可研、项目论证与项目评估、投资估算与经济评价基础。它们围绕一个核心问题展开：在项目正式启动之前，如何证明这个项目值得做、必须做、可以做？</div>
</div>",概念卡,B,2,上午选择,立项管理,T-FEA-001,立项管理：项目建议书、可行性研究与项目论证,SRC-T-FEA-001-0001,topic_learning_packages/topics/03_立项管理/T-FEA-001_专题学习包_立项管理项目建议书可行性研究与项目论证.md,立项管理：项目建议书、可行性研究与项目论证,"T-FEA-001｜立项管理：项目建议书、可行性研究与项目论证 本专题用于学习""项目立项管理""的核心内容：项目建议书、可行性研究（内容与七步法）、机会研究与初步/详细可研、项目论证与项目评估、投资估算与经济评价基础。它们围绕一个核心问题展开：在项目正式启动之前，如何证明这个项目值得做、必须做、可以做？",,,,,,,,,,sha256:dcb3add23b3c9d4a5af31e99,ruankao ruankao::anki_build::20260520_223914 ruankao::difficulty::2 ruankao::domain::立项管理 ruankao::exam_use::上午选择 ruankao::importance::B ruankao::source_grounded ruankao::topic ruankao::topic::T-FEA-001 ruankao::type::概念卡,100,final,通过内容、来源和工程门禁
